0,CombatZoneResize,33,226,607,391,,,,
0,HeartTeleport,78,377,,,,,,
0,HeartMode,1,,,,,,,
0,SET,LOOP,6,,,,,,
0,SET,X,133,,,,,,
0,:LOOP,,,,,,,,
0,RND,H1,30,,,,,,
0,ADD,H2,$H1,20,,,,,
0,ADD,Y,$H2,276,,,,,
0,SUB,H3,356,$Y,,,,,
0,BoneV,$X,261,$H2,0,0,,,
0,BoneV,$X,$Y,$H3,0,0,,,
0,ADD,X,$X,75,,,,,
0,SUB,LOOP,$LOOP,1,,,,,
0,JMPNZ,LOOP,$LOOP,,,,,,
0,Platform,59,341,34,0,0,0,100,114
0.4,BoneStab,1,30,0.4,999,,,,
0,BoneStab,3,30,0.4,999,,,,
1.2,CombatZoneResize,33,226,118,391,,,,
0,BoneV,38,71,155,1,310,0,100,1225
0,BoneV,103,71,155,1,310,0,100,1225
0.5,Destroy,1225,,,,,,,
0,Sound,Slam,,,,,,,
0,Sound,Slam,,,,,,,
0,BoneV,38,231,155,0,0,0,100,114
0,BoneV,103,231,155,0,0,0,100,114
0.7,Destroy,114,,,,,,,
0,BoneV,38,231,155,0,75,0,100,514
0,BoneV,103,231,155,0,75,0,100,514
0,Platform,61,341,34,0,75,0,100,514
0,CombatZoneSpeed,75,,,,,,,
0,CombatZoneResize,522,226,607,391,,,,
6.52,Destroy,514,,,,,,,
0,BoneV,527,231,155,2,75,0,100,24
0,BoneV,592,231,155,2,75,0,100,24
0,PurplePlatform,548,341,34,2,75,0,100,24
0,Sound,Ding,,,,,,,
0,CombatZoneResizeInstant,522,226,607,391,,,,
0,CombatZoneResize,33,226,118,391,,,,
6.52,Destroy,24,,,,,,,
0,BoneV,38,231,155,0,0,,,
0,BoneV,103,231,155,0,0,,,
0,PurplePlatform,61,341,34,0,0,,,
0.6,EndAttack,,,,,,,,
